,long,lat,group,order,region,subregion,sev_2018,sev_2019
65668,-77.92799377,39.98099518,2240,65668,pennsylvania,franklin,,
65669,-77.91652679,39.99818039,2240,65669,pennsylvania,franklin,,
65670,-77.88215637,40.03256226,2240,65670,pennsylvania,franklin,,
65671,-77.85923004,40.05548096,2240,65671,pennsylvania,franklin,,
65672,-77.81912231,40.11850739,2240,65672,pennsylvania,franklin,,
65673,-77.75037384,40.21017838,2240,65673,pennsylvania,franklin,,
65674,-77.71026611,40.26174545,2240,65674,pennsylvania,franklin,,
65675,-77.69307709,40.26174545,2240,65675,pennsylvania,franklin,,
65676,-77.67015839,40.2732048,2240,65676,pennsylvania,franklin,,
65677,-77.66442871,40.26174545,2240,65677,pennsylvania,franklin,,
65678,-77.66442871,40.2502861,2240,65678,pennsylvania,franklin,,
65679,-77.65296936,40.2502861,2240,65679,pennsylvania,franklin,,
65680,-77.63578033,40.22163773,2240,65680,pennsylvania,franklin,,
65681,-77.61859131,40.22163773,2240,65681,pennsylvania,franklin,,
65682,-77.61286163,40.21590805,2240,65682,pennsylvania,franklin,,
65683,-77.62432098,40.19298935,2240,65683,pennsylvania,franklin,,
65684,-77.62432098,40.18153,2240,65684,pennsylvania,franklin,,
65685,-77.60140228,40.1586113,2240,65685,pennsylvania,franklin,,
65686,-77.58421326,40.14142609,2240,65686,pennsylvania,franklin,,
65687,-77.56130219,40.10704422,2240,65687,pennsylvania,franklin,,
65688,-77.5269165,40.04975128,2240,65688,pennsylvania,franklin,,
65689,-77.48108673,39.98672485,2240,65689,pennsylvania,franklin,,
65690,-77.44670105,39.96953583,2240,65690,pennsylvania,franklin,,
65692,-78.32906342,39.7231636,2241,65692,pennsylvania,fulton,,
65693,-78.38063049,39.72889328,2241,65693,pennsylvania,fulton,,
65694,-78.34625244,39.76900101,2241,65694,pennsylvania,fulton,,
65695,-78.18009186,40.06120682,2241,65695,pennsylvania,fulton,,
65696,-78.21446991,40.08985519,2241,65696,pennsylvania,fulton,,
65697,-78.15144348,40.10704422,2241,65697,pennsylvania,fulton,,
65698,-78.13425446,40.1586113,2241,65698,pennsylvania,fulton,,
65699,-77.91652679,40.09558868,2241,65699,pennsylvania,fulton,,
65700,-77.85923004,40.05548096,2241,65700,pennsylvania,fulton,,
65701,-77.88215637,40.03256226,2241,65701,pennsylvania,fulton,,
65702,-77.91652679,39.99818039,2241,65702,pennsylvania,fulton,,
65703,-77.92799377,39.98099518,2241,65703,pennsylvania,fulton,,
65704,-77.9394455,39.94088745,2241,65704,pennsylvania,fulton,,
65705,-77.97383118,39.87213516,2241,65705,pennsylvania,fulton,,
65706,-78.00247192,39.8377533,2241,65706,pennsylvania,fulton,,
65707,-78.04830933,39.78046036,2241,65707,pennsylvania,fulton,,
65708,-78.09414673,39.7231636,2241,65708,pennsylvania,fulton,,
65709,-78.32906342,39.7231636,2241,65709,pennsylvania,fulton,,
65711,-80.4088974,39.7231636,2242,65711,pennsylvania,greene,,
65712,-80.51776123,39.7231636,2242,65712,pennsylvania,greene,,
65713,-80.51776123,39.9523468,2242,65713,pennsylvania,greene,,
65714,-80.44327545,39.9523468,2242,65714,pennsylvania,greene,,
65715,-80.43754578,39.96380615,2242,65715,pennsylvania,greene,,
65716,-80.42608643,39.9752655,2242,65716,pennsylvania,greene,,
65717,-80.35733032,39.98672485,2242,65717,pennsylvania,greene,,
65718,-80.3172226,40.00391388,2242,65718,pennsylvania,greene,,
65719,-80.30576324,40.02109909,2242,65719,pennsylvania,greene,,
65720,-80.29430389,40.02109909,2242,65720,pennsylvania,greene,,
65721,-80.25992584,40.00391388,2242,65721,pennsylvania,greene,,
65722,-80.19117737,40.00964355,2242,65722,pennsylvania,greene,,
65723,-80.17398071,40.00964355,2242,65723,pennsylvania,greene,,
65724,-80.14533997,39.98672485,2242,65724,pennsylvania,greene,,
65725,-80.12814331,39.98099518,2242,65725,pennsylvania,greene,,
65726,-80.09950256,39.98672485,2242,65726,pennsylvania,greene,,
65727,-80.06512451,40.00391388,2242,65727,pennsylvania,greene,,
65728,-80.05366516,40.00391388,2242,65728,pennsylvania,greene,,
65729,-80.04793549,39.99818039,2242,65729,pennsylvania,greene,,
65730,-80.03647614,39.98099518,2242,65730,pennsylvania,greene,,
65731,-80.00782776,39.96380615,2242,65731,pennsylvania,greene,,
65732,-79.9276123,39.9294281,2242,65732,pennsylvania,greene,,
65733,-79.91615295,39.91224289,2242,65733,pennsylvania,greene,,
65734,-79.92188263,39.8835907,2242,65734,pennsylvania,greene,,
65735,-79.9276123,39.84921646,2242,65735,pennsylvania,greene,,
65736,-79.91042328,39.80337906,2242,65736,pennsylvania,greene,,
65737,-79.91615295,39.79191971,2242,65737,pennsylvania,greene,,
65738,-79.9276123,39.76900101,2242,65738,pennsylvania,greene,,
65739,-79.91615295,39.75181198,2242,65739,pennsylvania,greene,,
65740,-79.88750458,39.72889328,2242,65740,pennsylvania,greene,,
65741,-80.4088974,39.7231636,2242,65741,pennsylvania,greene,,
65743,-78.25457764,40.27893448,2243,65743,pennsylvania,huntingdon,,
65744,-78.19728088,40.39352417,2243,65744,pennsylvania,huntingdon,,
65745,-78.11706543,40.49665451,2243,65745,pennsylvania,huntingdon,,
65746,-78.12852478,40.502388,2243,65746,pennsylvania,huntingdon,,
65747,-78.13425446,40.49665451,2243,65747,pennsylvania,huntingdon,,
65748,-78.15717316,40.502388,2243,65748,pennsylvania,huntingdon,,
65749,-78.13998413,40.54249191,2243,65749,pennsylvania,huntingdon,,
65750,-78.12852478,40.56541061,2243,65750,pennsylvania,huntingdon,,
65751,-78.13998413,40.55968094,2243,65751,pennsylvania,huntingdon,,
65752,-78.16863251,40.53676224,2243,65752,pennsylvania,huntingdon,,
65753,-78.19155121,40.5482254,2243,65753,pennsylvania,huntingdon,,
65754,-78.18009186,40.56541061,2243,65754,pennsylvania,huntingdon,,
65755,-78.18009186,40.59406281,2243,65755,pennsylvania,huntingdon,,
65756,-78.17436218,40.61124802,2243,65756,pennsylvania,huntingdon,,
65757,-78.16863251,40.62270737,2243,65757,pennsylvania,huntingdon,,
65758,-78.22592926,40.66281509,2243,65758,pennsylvania,huntingdon,,
65759,-78.18009186,40.7086525,2243,65759,pennsylvania,huntingdon,,
65760,-78.17436218,40.7086525,2243,65760,pennsylvania,huntingdon,,
65761,-78.11706543,40.73730087,2243,65761,pennsylvania,huntingdon,,
65762,-77.95090485,40.69719315,2243,65762,pennsylvania,huntingdon,,
65763,-77.81340027,40.74876022,2243,65763,pennsylvania,huntingdon,,
65764,-77.78475189,40.7315712,2243,65764,pennsylvania,huntingdon,,
65765,-77.72172546,40.7315712,2243,65765,pennsylvania,huntingdon,,
65766,-77.71026611,40.72010803,2243,65766,pennsylvania,huntingdon,,
65767,-77.64151001,40.74876022,2243,65767,pennsylvania,huntingdon,,
65768,-77.64151001,40.7315712,2243,65768,pennsylvania,huntingdon,,
65769,-77.66442871,40.72010803,2243,65769,pennsylvania,huntingdon,,
65770,-77.66442871,40.7086525,2243,65770,pennsylvania,huntingdon,,
65771,-77.67015839,40.70292282,2243,65771,pennsylvania,huntingdon,,
65772,-77.66442871,40.68000412,2243,65772,pennsylvania,huntingdon,,
65773,-77.64723969,40.67427444,2243,65773,pennsylvania,huntingdon,,
65774,-77.64723969,40.66281509,2243,65774,pennsylvania,huntingdon,,
65775,-77.67015839,40.65708542,2243,65775,pennsylvania,huntingdon,,
65776,-77.67015839,40.63416672,2243,65776,pennsylvania,huntingdon,,
65777,-77.67588806,40.62270737,2243,65777,pennsylvania,huntingdon,,
65778,-77.72172546,40.62270737,2243,65778,pennsylvania,huntingdon,,
65779,-77.73317719,40.62270737,2243,65779,pennsylvania,huntingdon,,
65780,-77.76756287,40.60551834,2243,65780,pennsylvania,huntingdon,,
65781,-77.77901459,40.60551834,2243,65781,pennsylvania,huntingdon,,
65782,-77.83631897,40.55968094,2243,65782,pennsylvania,huntingdon,,
65783,-77.81340027,40.502388,2243,65783,pennsylvania,huntingdon,,
65784,-77.88788605,40.42790222,2243,65784,pennsylvania,huntingdon,,
65785,-77.88215637,40.37633514,2243,65785,pennsylvania,huntingdon,,
65786,-77.86495972,40.37060547,2243,65786,pennsylvania,huntingdon,,
65787,-77.84777832,40.36487961,2243,65787,pennsylvania,huntingdon,,
65788,-77.82485199,40.35341644,2243,65788,pennsylvania,huntingdon,,
65789,-77.80767059,40.35341644,2243,65789,pennsylvania,huntingdon,,
65790,-77.80767059,40.35914612,2243,65790,pennsylvania,huntingdon,,
65791,-77.81340027,40.37060547,2243,65791,pennsylvania,huntingdon,,
65792,-77.75610352,40.36487961,2243,65792,pennsylvania,huntingdon,,
65793,-77.69307709,40.26174545,2243,65793,pennsylvania,huntingdon,,
65794,-77.71026611,40.26174545,2243,65794,pennsylvania,huntingdon,,
65795,-77.75037384,40.21017838,2243,65795,pennsylvania,huntingdon,,
65796,-77.81912231,40.11850739,2243,65796,pennsylvania,huntingdon,,
65797,-77.85923004,40.05548096,2243,65797,pennsylvania,huntingdon,,
65798,-77.91652679,40.09558868,2243,65798,pennsylvania,huntingdon,,
65799,-78.13425446,40.1586113,2243,65799,pennsylvania,huntingdon,,
65800,-78.24884796,40.22163773,2243,65800,pennsylvania,huntingdon,,
65801,-78.25457764,40.27893448,2243,65801,pennsylvania,huntingdon,,
65803,-79.21141815,40.90918732,2244,65803,pennsylvania,indiana,,
65804,-78.79888916,40.90345764,2244,65804,pennsylvania,indiana,,
65805,-78.79888916,40.72584152,2244,65805,pennsylvania,indiana,,
65806,-78.89055634,40.5253067,2244,65806,pennsylvania,indiana,,
65807,-78.91347504,40.49092865,2244,65807,pennsylvania,indiana,,
65808,-78.97077179,40.39352417,2244,65808,pennsylvania,indiana,,
65809,-79.01087952,40.42217255,2244,65809,pennsylvania,indiana,,
65810,-79.02806854,40.42217255,2244,65810,pennsylvania,indiana,,
65811,-79.03952789,40.41644287,2244,65811,pennsylvania,indiana,,
65812,-79.05098724,40.39352417,2244,65812,pennsylvania,indiana,,
65813,-79.05671692,40.38779831,2244,65813,pennsylvania,indiana,,
65814,-79.0853653,40.38779831,2244,65814,pennsylvania,indiana,,
65815,-79.10255432,40.38206482,2244,65815,pennsylvania,indiana,,
65816,-79.11401367,40.38779831,2244,65816,pennsylvania,indiana,,
65817,-79.11974335,40.39352417,2244,65817,pennsylvania,indiana,,
65818,-79.1312027,40.40498352,2244,65818,pennsylvania,indiana,,
65819,-79.17703247,40.41644287,2244,65819,pennsylvania,indiana,,
65820,-79.2171402,40.4336319,2244,65820,pennsylvania,indiana,,
65821,-79.22859955,40.4336319,2244,65821,pennsylvania,indiana,,
65822,-79.25724792,40.42790222,2244,65822,pennsylvania,indiana,,
65823,-79.26870728,40.43936157,2244,65823,pennsylvania,indiana,,
65824,-79.28590393,40.43936157,2244,65824,pennsylvania,indiana,,
65825,-79.29163361,40.44509125,2244,65825,pennsylvania,indiana,,
65826,-79.28590393,40.46228027,2244,65826,pennsylvania,indiana,,
65827,-79.29163361,40.46800995,2244,65827,pennsylvania,indiana,,
65828,-79.31454468,40.46800995,2244,65828,pennsylvania,indiana,,
65829,-79.32601166,40.46800995,2244,65829,pennsylvania,indiana,,
65830,-79.34892273,40.46228027,2244,65830,pennsylvania,indiana,,
65831,-79.3546524,40.46228027,2244,65831,pennsylvania,indiana,,
65832,-79.36038208,40.4794693,2244,65832,pennsylvania,indiana,,
65833,-79.36038208,40.48519897,2244,65833,pennsylvania,indiana,,
65834,-79.37184906,40.48519897,2244,65834,pennsylvania,indiana,,
65835,-79.37757874,40.46228027,2244,65835,pennsylvania,indiana,,
65836,-79.38903046,40.46228027,2244,65836,pennsylvania,indiana,,
65837,-79.40621948,40.4794693,2244,65837,pennsylvania,indiana,,
65838,-79.42913818,40.49092865,2244,65838,pennsylvania,indiana,,
65839,-79.44632721,40.49665451,2244,65839,pennsylvania,indiana,,
65840,-79.44632721,40.50811768,2244,65840,pennsylvania,indiana,,
65841,-79.45205688,40.5253067,2244,65841,pennsylvania,indiana,,
65842,-79.21141815,40.7774086,2244,65842,pennsylvania,indiana,,
65843,-79.20568848,40.78886414,2244,65843,pennsylvania,indiana,,
65844,-79.21141815,40.90918732,2244,65844,pennsylvania,indiana,,
65846,-78.79888916,40.90345764,2245,65846,pennsylvania,jefferson,,
65847,-79.21141815,40.90918732,2245,65847,pennsylvania,jefferson,,
65848,-79.21141815,41.05815506,2245,65848,pennsylvania,jefferson,,
65849,-79.20568848,41.32744598,2245,65849,pennsylvania,jefferson,,
65850,-79.17703247,41.33317566,2245,65850,pennsylvania,jefferson,,
65851,-79.16558075,41.32744598,2245,65851,pennsylvania,jefferson,,
65852,-79.14266205,41.34463501,2245,65852,pennsylvania,jefferson,,
65853,-79.10255432,41.32744598,2245,65853,pennsylvania,jefferson,,
65854,-79.09682465,41.33890533,2245,65854,pennsylvania,jefferson,,
65855,-79.07963562,41.34463501,2245,65855,pennsylvania,jefferson,,
65856,-79.04525757,41.34463501,2245,65856,pennsylvania,jefferson,,
65857,-79.01660919,41.35036469,2245,65857,pennsylvania,jefferson,,
65858,-78.99942017,41.35036469,2245,65858,pennsylvania,jefferson,,
65859,-78.98223114,41.36182404,2245,65859,pennsylvania,jefferson,,
65860,-78.97650146,41.36755371,2245,65860,pennsylvania,jefferson,,
65861,-78.95931244,41.36755371,2245,65861,pennsylvania,jefferson,,
65862,-78.73586273,41.25868988,2245,65862,pennsylvania,jefferson,,
65863,-78.74159241,41.23004532,2245,65863,pennsylvania,jefferson,,
65864,-78.79315948,41.11545181,2245,65864,pennsylvania,jefferson,,
65865,-78.79888916,40.90345764,2245,65865,pennsylvania,jefferson,,
65867,-77.75610352,40.36487961,2246,65867,pennsylvania,juniata,,
65868,-77.73317719,40.4107132,2246,65868,pennsylvania,juniata,,
65869,-77.61859131,40.4794693,2246,65869,pennsylvania,juniata,,
65870,-77.60713959,40.49092865,2246,65870,pennsylvania,juniata,,
65871,-77.60140228,40.50811768,2246,65871,pennsylvania,juniata,,
65872,-77.48680878,40.58259964,2246,65872,pennsylvania,juniata,,
65873,-77.49253845,40.60551834,2246,65873,pennsylvania,juniata,,
65874,-77.27481842,40.69146347,2246,65874,pennsylvania,juniata,,
65875,-77.15450287,40.68000412,2246,65875,pennsylvania,juniata,,
65876,-77.11439514,40.69146347,2246,65876,pennsylvania,juniata,,
65877,-77.10866547,40.68000412,2246,65877,pennsylvania,juniata,,
65878,-77.04563141,40.67427444,2246,65878,pennsylvania,juniata,,
65879,-77.03990173,40.65708542,2246,65879,pennsylvania,juniata,,
65880,-76.99979401,40.63989639,2246,65880,pennsylvania,juniata,,
65881,-76.97115326,40.64562607,2246,65881,pennsylvania,juniata,,
65882,-76.9539566,40.63989639,2246,65882,pennsylvania,juniata,,
65883,-76.93677521,40.62270737,2246,65883,pennsylvania,juniata,,
65884,-76.99406433,40.61124802,2246,65884,pennsylvania,juniata,,
65885,-77.04563141,40.60551834,2246,65885,pennsylvania,juniata,,
65886,-77.08573914,40.59978867,2246,65886,pennsylvania,juniata,,
65887,-77.14876556,40.58832932,2246,65887,pennsylvania,juniata,,
65888,-77.17741394,40.56541061,2246,65888,pennsylvania,juniata,,
65889,-77.17741394,40.55395126,2246,65889,pennsylvania,juniata,,
65890,-77.21179199,40.54249191,2246,65890,pennsylvania,juniata,,
65891,-77.3034668,40.50811768,2246,65891,pennsylvania,juniata,,
65892,-77.38368225,40.47373581,2246,65892,pennsylvania,juniata,,
65893,-77.440979,40.44509125,2246,65893,pennsylvania,juniata,,
65894,-77.48680878,40.42217255,2246,65894,pennsylvania,juniata,,
65895,-77.53264618,40.39352417,2246,65895,pennsylvania,juniata,,
65896,-77.53264618,40.37633514,2246,65896,pennsylvania,juniata,,
65897,-77.57275391,40.35341644,2246,65897,pennsylvania,juniata,,
65898,-77.62432098,40.31904221,2246,65898,pennsylvania,juniata,,
65899,-77.67015839,40.2732048,2246,65899,pennsylvania,juniata,,
65900,-77.69307709,40.26174545,2246,65900,pennsylvania,juniata,,
65901,-77.75610352,40.36487961,2246,65901,pennsylvania,juniata,,
65903,-75.51583862,41.22431183,2247,65903,pennsylvania,lackawanna,,
65904,-75.55593872,41.21858215,2247,65904,pennsylvania,lackawanna,,
65905,-75.5674057,41.20139313,2247,65905,pennsylvania,lackawanna,,
65906,-75.57313538,41.19566345,2247,65906,pennsylvania,lackawanna,,
65907,-75.57886505,41.17274475,2247,65907,pennsylvania,lackawanna,,
65908,-75.60751343,41.15555573,2247,65908,pennsylvania,lackawanna,,
65909,-75.65908051,41.18993759,2247,65909,pennsylvania,lackawanna,,
65910,-75.66481018,41.21858215,2247,65910,pennsylvania,lackawanna,,
65911,-75.65908051,41.24723053,2247,65911,pennsylvania,lackawanna,,
65912,-75.65908051,41.25296402,2247,65912,pennsylvania,lackawanna,,
65913,-75.69918823,41.27014923,2247,65913,pennsylvania,lackawanna,,
65914,-75.70491791,41.30452728,2247,65914,pennsylvania,lackawanna,,
65915,-75.70491791,41.31598663,2247,65915,pennsylvania,lackawanna,,
65916,-75.70491791,41.33890533,2247,65916,pennsylvania,lackawanna,,
65917,-75.73928833,41.35036469,2247,65917,pennsylvania,lackawanna,,
65918,-75.75647736,41.36755371,2247,65918,pennsylvania,lackawanna,,
65919,-75.77366638,41.37328339,2247,65919,pennsylvania,lackawanna,,
65920,-75.82523346,41.38474274,2247,65920,pennsylvania,lackawanna,,
65921,-75.83670044,41.40192795,2247,65921,pennsylvania,lackawanna,,
65922,-75.84815216,41.41911697,2247,65922,pennsylvania,lackawanna,,
65923,-75.78512573,41.5050621,2247,65923,pennsylvania,lackawanna,,
65924,-75.80804443,41.51652145,2247,65924,pennsylvania,lackawanna,,
65925,-75.77939606,41.56235504,2247,65925,pennsylvania,lackawanna,,
65926,-75.77939606,41.57381821,2247,65926,pennsylvania,lackawanna,,
65927,-75.73928833,41.63684464,2247,65927,pennsylvania,lackawanna,,
65928,-75.47000122,41.64257431,2247,65928,pennsylvania,lackawanna,,
65929,-75.44708252,41.28733826,2247,65929,pennsylvania,lackawanna,,
65930,-75.45854187,41.27587891,2247,65930,pennsylvania,lackawanna,,
65931,-75.4757309,41.25868988,2247,65931,pennsylvania,lackawanna,,
65932,-75.51583862,41.22431183,2247,65932,pennsylvania,lackawanna,,
65934,-76.71904755,40.12996292,2248,65934,pennsylvania,lancaster,68.57143,31.82889
65935,-76.69613647,40.1586113,2248,65935,pennsylvania,lancaster,68.57143,31.82889
65936,-76.67321014,40.15288162,2248,65936,pennsylvania,lancaster,68.57143,31.82889
65937,-76.62737274,40.18153,2248,65937,pennsylvania,lancaster,68.57143,31.82889
65938,-76.58153534,40.19871902,2248,65938,pennsylvania,lancaster,68.57143,31.82889
65939,-76.51851654,40.21590805,2248,65939,pennsylvania,lancaster,68.57143,31.82889
65940,-76.42111206,40.23882675,2248,65940,pennsylvania,lancaster,68.57143,31.82889
65941,-76.33516693,40.25601578,2248,65941,pennsylvania,lancaster,68.57143,31.82889
65942,-76.25495148,40.27893448,2248,65942,pennsylvania,lancaster,68.57143,31.82889
65943,-76.15755463,40.31904221,2248,65943,pennsylvania,lancaster,68.57143,31.82889
65944,-75.87680054,40.14142609,2248,65944,pennsylvania,lancaster,68.57143,31.82889
65945,-75.92836761,40.10704422,2248,65945,pennsylvania,lancaster,68.57143,31.82889
65946,-75.93409729,40.04975128,2248,65946,pennsylvania,lancaster,68.57143,31.82889
65947,-75.98566437,39.94661713,2248,65947,pennsylvania,lancaster,68.57143,31.82889
65948,-75.99139404,39.8835907,2248,65948,pennsylvania,lancaster,68.57143,31.82889
65949,-76.01431274,39.87213516,2248,65949,pennsylvania,lancaster,68.57143,31.82889
65950,-76.02004242,39.84348679,2248,65950,pennsylvania,lancaster,68.57143,31.82889
65951,-76.04296112,39.81483459,2248,65951,pennsylvania,lancaster,68.57143,31.82889
65952,-76.05441284,39.78619003,2248,65952,pennsylvania,lancaster,68.57143,31.82889
65953,-76.10598755,39.72889328,2248,65953,pennsylvania,lancaster,68.57143,31.82889
65954,-76.23776245,39.72889328,2248,65954,pennsylvania,lancaster,68.57143,31.82889
65955,-76.27787018,39.78046036,2248,65955,pennsylvania,lancaster,68.57143,31.82889
65956,-76.30078888,39.79191971,2248,65956,pennsylvania,lancaster,68.57143,31.82889
65957,-76.34662628,39.8377533,2248,65957,pennsylvania,lancaster,68.57143,31.82889
65958,-76.37527466,39.87213516,2248,65958,pennsylvania,lancaster,68.57143,31.82889
65959,-76.38673401,39.9065094,2248,65959,pennsylvania,lancaster,68.57143,31.82889
65960,-76.39246368,39.91796875,2248,65960,pennsylvania,lancaster,68.57143,31.82889
65961,-76.42684174,39.9294281,2248,65961,pennsylvania,lancaster,68.57143,31.82889
65962,-76.46694946,39.9523468,2248,65962,pennsylvania,lancaster,68.57143,31.82889
65963,-76.50704956,39.98672485,2248,65963,pennsylvania,lancaster,68.57143,31.82889
65964,-76.53570557,40.04975128,2248,65964,pennsylvania,lancaster,68.57143,31.82889
65965,-76.59299469,40.05548096,2248,65965,pennsylvania,lancaster,68.57143,31.82889
65966,-76.63310242,40.05548096,2248,65966,pennsylvania,lancaster,68.57143,31.82889
65967,-76.66175842,40.06693649,2248,65967,pennsylvania,lancaster,68.57143,31.82889
65968,-76.69613647,40.10131454,2248,65968,pennsylvania,lancaster,68.57143,31.82889
65969,-76.71904755,40.12996292,2248,65969,pennsylvania,lancaster,68.57143,31.82889
65971,-80.09950256,41.06961441,2249,65971,pennsylvania,lawrence,,
65972,-80.15679932,41.00086212,2249,65972,pennsylvania,lawrence,,
65973,-80.15679932,40.85189056,2249,65973,pennsylvania,lawrence,,
65974,-80.51203156,40.85762024,2249,65974,pennsylvania,lawrence,,
65975,-80.51203156,40.90918732,2249,65975,pennsylvania,lawrence,,
65976,-80.51776123,41.12691116,2249,65976,pennsylvania,lawrence,,
65977,-80.25419617,41.12691116,2249,65977,pennsylvania,lawrence,,
65978,-80.24846649,41.12118149,2249,65978,pennsylvania,lawrence,,
65979,-80.15679932,41.11545181,2249,65979,pennsylvania,lawrence,,
65980,-80.09950256,41.06961441,2249,65980,pennsylvania,lawrence,,
65982,-76.54715729,40.55395126,2250,65982,pennsylvania,lebanon,,
65983,-76.43257141,40.49092865,2250,65983,pennsylvania,lebanon,,
65984,-76.24349976,40.38206482,2250,65984,pennsylvania,lebanon,,
65985,-76.20339203,40.35914612,2250,65985,pennsylvania,lebanon,,
65986,-76.15755463,40.31904221,2250,65986,pennsylvania,lebanon,,
65987,-76.25495148,40.27893448,2250,65987,pennsylvania,lebanon,,
65988,-76.33516693,40.25601578,2250,65988,pennsylvania,lebanon,,
65989,-76.42111206,40.23882675,2250,65989,pennsylvania,lebanon,,
65990,-76.51851654,40.21590805,2250,65990,pennsylvania,lebanon,,
65991,-76.58153534,40.19871902,2250,65991,pennsylvania,lebanon,,
65992,-76.68466949,40.46800995,2250,65992,pennsylvania,lebanon,,
65993,-76.68466949,40.47373581,2250,65993,pennsylvania,lebanon,,
65994,-76.54715729,40.55395126,2250,65994,pennsylvania,lebanon,,
65996,-75.53302765,40.45081711,2251,65996,pennsylvania,lehigh,,
65997,-75.88253021,40.67427444,2251,65997,pennsylvania,lehigh,,
65998,-75.84242249,40.69719315,2251,65998,pennsylvania,lehigh,,
65999,-75.80804443,40.71438217,2251,65999,pennsylvania,lehigh,,
66000,-75.75647736,40.73730087,2251,66000,pennsylvania,lehigh,,
66001,-75.69345093,40.77167892,2251,66001,pennsylvania,lehigh,,
66002,-75.60751343,40.78886414,2251,66002,pennsylvania,lehigh,,
66003,-75.59604645,40.7544899,2251,66003,pennsylvania,lehigh,,
66004,-75.5903244,40.73730087,2251,66004,pennsylvania,lehigh,,
66005,-75.57313538,40.73730087,2251,66005,pennsylvania,lehigh,,
66006,-75.56167603,40.72584152,2251,66006,pennsylvania,lehigh,,
66007,-75.55021667,40.72584152,2251,66007,pennsylvania,lehigh,,
66008,-75.53302765,40.73730087,2251,66008,pennsylvania,lehigh,,
66009,-75.5215683,40.72010803,2251,66009,pennsylvania,lehigh,,
66010,-75.4757309,40.66854477,2251,66010,pennsylvania,lehigh,,
66011,-75.43562317,40.67427444,2251,66011,pennsylvania,lehigh,,
66012,-75.38406372,40.63416672,2251,66012,pennsylvania,lehigh,,
66013,-75.38406372,40.62270737,2251,66013,pennsylvania,lehigh,,
66014,-75.40124512,40.58832932,2251,66014,pennsylvania,lehigh,,
66015,-75.33822632,40.5482254,2251,66015,pennsylvania,lehigh,,
66016,-75.39551544,40.50811768,2251,66016,pennsylvania,lehigh,,
66017,-75.4757309,40.42790222,2251,66017,pennsylvania,lehigh,,
66018,-75.53302765,40.45081711,2251,66018,pennsylvania,lehigh,,
66020,-76.2091217,40.94929123,2252,66020,pennsylvania,luzerne,,
66021,-76.22057343,41.01231766,2252,66021,pennsylvania,luzerne,,
66022,-76.2263031,41.05242538,2252,66022,pennsylvania,luzerne,,
66023,-76.23203278,41.13837051,2252,66023,pennsylvania,luzerne,,
66024,-76.2721405,41.13263702,2252,66024,pennsylvania,luzerne,,
66025,-76.30651855,41.18420792,2252,66025,pennsylvania,luzerne,,
66026,-76.31797791,41.30452728,2252,66026,pennsylvania,luzerne,,
66027,-76.28933716,41.36755371,2252,66027,pennsylvania,luzerne,,
66028,-76.05441284,41.38474274,2252,66028,pennsylvania,luzerne,,
66029,-75.99712372,41.39620209,2252,66029,pennsylvania,luzerne,,
66030,-75.84815216,41.41911697,2252,66030,pennsylvania,luzerne,,
66031,-75.83670044,41.40192795,2252,66031,pennsylvania,luzerne,,
66032,-75.82523346,41.38474274,2252,66032,pennsylvania,luzerne,,
66033,-75.77366638,41.37328339,2252,66033,pennsylvania,luzerne,,
66034,-75.75647736,41.36755371,2252,66034,pennsylvania,luzerne,,
66035,-75.73928833,41.35036469,2252,66035,pennsylvania,luzerne,,
66036,-75.70491791,41.33890533,2252,66036,pennsylvania,luzerne,,
66037,-75.70491791,41.31598663,2252,66037,pennsylvania,luzerne,,
66038,-75.70491791,41.30452728,2252,66038,pennsylvania,luzerne,,
66039,-75.69918823,41.27014923,2252,66039,pennsylvania,luzerne,,
66040,-75.65908051,41.25296402,2252,66040,pennsylvania,luzerne,,
66041,-75.65908051,41.24723053,2252,66041,pennsylvania,luzerne,,
66042,-75.66481018,41.21858215,2252,66042,pennsylvania,luzerne,,
66043,-75.65908051,41.18993759,2252,66043,pennsylvania,luzerne,,
66044,-75.60751343,41.15555573,2252,66044,pennsylvania,luzerne,,
66045,-75.64188385,41.11545181,2252,66045,pennsylvania,luzerne,,
66046,-75.66481018,41.12118149,2252,66046,pennsylvania,luzerne,,
66047,-75.6762619,41.12691116,2252,66047,pennsylvania,luzerne,,
66048,-75.69345093,41.12691116,2252,66048,pennsylvania,luzerne,,
66049,-75.70491791,41.12118149,2252,66049,pennsylvania,luzerne,,
66050,-75.73355865,41.08680344,2252,66050,pennsylvania,luzerne,,
66051,-75.76220703,41.08680344,2252,66051,pennsylvania,luzerne,,
66052,-75.77366638,41.07534409,2252,66052,pennsylvania,luzerne,,
66053,-75.77939606,41.06388474,2252,66053,pennsylvania,luzerne,,
66054,-75.76793671,41.04669952,2252,66054,pennsylvania,luzerne,,
66055,-75.75075531,41.02950668,2252,66055,pennsylvania,luzerne,,
66056,-75.74502563,41.01231766,2252,66056,pennsylvania,luzerne,,
66057,-75.99712372,40.91491699,2252,66057,pennsylvania,luzerne,,
66058,-76.02004242,40.90918732,2252,66058,pennsylvania,luzerne,,
66059,-76.2091217,40.94929123,2252,66059,pennsylvania,luzerne,,
66061,-76.88520813,41.12691116,2253,66061,pennsylvania,lycoming,,
66062,-76.9539566,41.14410019,2253,66062,pennsylvania,lycoming,,
